71,Stylish Gym,Barbershop,https://images.unsplash.com/photo-1521590832167-7bcbfaa6381f?auto=format&fit=crop&w=600&h=400,4.8,128,Luxury hair salon offering premium services with expert stylists and a serene atmosphere.,Dubai,Downtown,"123 5th Ave, Manhattan, New York",$$,Classic Haircuts; Hot Towel Shaves; Beard Trimming,"{""phone"":""123-456-7890"",""email"":""info@elitehairstudio.com"",""website"":""www.elitehairstudio.com"",""social"":{""instagram"":""elitehairstudio"",""facebook"":""EliteHairStudio""}}","{""monday"":""9:00 AM - 7:00 PM"",""tuesday"":""9:00 AM - 7:00 PM"",""wednesday"":""9:00 AM - 7:00 PM"",""thursday"":""9:00 AM - 8:00 PM"",""friday"":""9:00 AM - 8:00 PM"",""saturday"":""9:00 AM - 6:00 PM"",""sunday"":""Closed""}"
72,Classic Salon,Hair Salon,https://images.unsplash.com/photo-1560066984-138dadb4c035?auto=format&fit=crop&w=600&h=400,4.7,156,"Experience luxury hair care in our modern, upscale salon.",Paris,Le Marais,"456 Rodeo Dr, Beverly Hills, Los Angeles",$$$,Hair Coloring; Women's Haircut; Men's Haircut,"{""phone"":""234-567-8901"",""email"":""hello@luxehairlounge.com"",""website"":""www.luxehairlounge.com"",""social"":{""instagram"":""luxehairlounge"",""facebook"":""LuxeHairLounge""}}","{""monday"":""10:00 AM - 8:00 PM"",""tuesday"":""10:00 AM - 8:00 PM"",""wednesday"":""10:00 AM - 8:00 PM"",""thursday"":""10:00 AM - 9:00 PM"",""friday"":""10:00 AM - 9:00 PM"",""saturday"":""9:00 AM - 7:00 PM"",""sunday"":""11:00 AM - 5:00 PM""}"
73,Classic Spa,Barbershop,https://images.unsplash.com/photo-1595475884562-073c30d45670?auto=format&fit=crop&w=600&h=400,4.9,203,Where style meets sophistication. Expert stylists create stunning looks.,Los Angeles,Beverly Hills,"789 N Michigan Ave, Chicago",$$,Classic Haircuts; Hot Towel Shaves; Beard Trimming,"{""phone"":""345-678-9012"",""email"":""info@styleandgrace.com"",""website"":""www.styleandgrace.com"",""social"":{""instagram"":""styleandgrace"",""facebook"":""StyleAndGrace""}}","{""monday"":""9:00 AM - 6:00 PM"",""tuesday"":""9:00 AM - 6:00 PM"",""wednesday"":""9:00 AM - 8:00 PM"",""thursday"":""9:00 AM - 8:00 PM"",""friday"":""9:00 AM - 6:00 PM"",""saturday"":""8:00 AM - 5:00 PM"",""sunday"":""Closed""}"
74,Modern Salon,Spa,https://images.unsplash.com/photo-1600948836101-f9ffda59d250?auto=format&fit=crop&w=600&h=400,4.6,167,Contemporary salon focusing on modern techniques and trends.,Dubai,Downtown,"321 Ocean Drive, San Francisco",$$,Massages; Facial Treatments; Saunas,"{""phone"":""456-789-0123"",""email"":""hello@chicandshine.com"",""website"":""www.chicandshine.com"",""social"":{""instagram"":""chicandshine"",""facebook"":""ChicAndShine""}}","{""monday"":""10:00 AM - 7:00 PM"",""tuesday"":""10:00 AM - 7:00 PM"",""wednesday"":""10:00 AM - 8:00 PM"",""thursday"":""10:00 AM - 8:00 PM"",""friday"":""10:00 AM - 7:00 PM"",""saturday"":""9:00 AM - 6:00 PM"",""sunday"":""Closed""}"
75,Elite Salon,Barbershop,https://images.unsplash.com/photo-1585747860715-2ba37e788b70?auto=format&fit=crop&w=600&h=400,4.9,245,Traditional barbershop offering classic cuts and hot towel shaves.,Los Angeles,Hollywood,"567 Market St, San Francisco",$$,Hot Towel Shaves; Beard Trimming; Classic Haircuts,"{""phone"":""567-890-1234"",""email"":""info@classiccuts.com"",""website"":""www.classiccuts.com"",""social"":{""instagram"":""classiccuts"",""facebook"":""ClassicCutsBarbershop""}}","{""monday"":""8:00 AM - 7:00 PM"",""tuesday"":""8:00 AM - 7:00 PM"",""wednesday"":""8:00 AM - 7:00 PM"",""thursday"":""8:00 AM - 8:00 PM"",""friday"":""8:00 AM - 8:00 PM"",""saturday"":""7:00 AM - 6:00 PM"",""sunday"":""9:00 AM - 3:00 PM""}"
76,Royal Gym,Spa,https://images.unsplash.com/photo-1521590832167-7bcbfaa6381f?auto=format&fit=crop&w=600&h=400,4.8,128,Luxury hair salon offering premium services with expert stylists and a serene atmosphere.,Los Angeles,Hollywood,"123 5th Ave, Manhattan, New York",$$,Massages; Body Scrubs; Saunas,"{""phone"":""123-456-7890"",""email"":""info@elitehairstudio.com"",""website"":""www.elitehairstudio.com"",""social"":{""instagram"":""elitehairstudio"",""facebook"":""EliteHairStudio""}}","{""monday"":""9:00 AM - 7:00 PM"",""tuesday"":""9:00 AM - 7:00 PM"",""wednesday"":""9:00 AM - 7:00 PM"",""thursday"":""9:00 AM - 8:00 PM"",""friday"":""9:00 AM - 8:00 PM"",""saturday"":""9:00 AM - 6:00 PM"",""sunday"":""Closed""}"
77,Premier Studio,Gym,https://images.unsplash.com/photo-1560066984-138dadb4c035?auto=format&fit=crop&w=600&h=400,4.7,156,"Experience luxury hair care in our modern, upscale salon.",London,Soho,"456 Rodeo Dr, Beverly Hills, Los Angeles",$$$,Strength Training; Yoga; Personal Training,"{""phone"":""234-567-8901"",""email"":""hello@luxehairlounge.com"",""website"":""www.luxehairlounge.com"",""social"":{""instagram"":""luxehairlounge"",""facebook"":""LuxeHairLounge""}}","{""monday"":""10:00 AM - 8:00 PM"",""tuesday"":""10:00 AM - 8:00 PM"",""wednesday"":""10:00 AM - 8:00 PM"",""thursday"":""10:00 AM - 9:00 PM"",""friday"":""10:00 AM - 9:00 PM"",""saturday"":""9:00 AM - 7:00 PM"",""sunday"":""11:00 AM - 5:00 PM""}"
78,Premier Lounge,Gym,https://images.unsplash.com/photo-1595475884562-073c30d45670?auto=format&fit=crop&w=600&h=400,4.9,203,Where style meets sophistication. Expert stylists create stunning looks.,Dubai,Marina,"789 N Michigan Ave, Chicago",$$,Yoga; Strength Training; Personal Training,"{""phone"":""345-678-9012"",""email"":""info@styleandgrace.com"",""website"":""www.styleandgrace.com"",""social"":{""instagram"":""styleandgrace"",""facebook"":""StyleAndGrace""}}","{""monday"":""9:00 AM - 6:00 PM"",""tuesday"":""9:00 AM - 6:00 PM"",""wednesday"":""9:00 AM - 8:00 PM"",""thursday"":""9:00 AM - 8:00 PM"",""friday"":""9:00 AM - 6:00 PM"",""saturday"":""8:00 AM - 5:00 PM"",""sunday"":""Closed""}"
79,Chic Gym,Hair Salon,https://images.unsplash.com/photo-1600948836101-f9ffda59d250?auto=format&fit=crop&w=600&h=400,4.6,167,Contemporary salon focusing on modern techniques and trends.,Dubai,Downtown,"321 Ocean Drive, San Francisco",$$,Hair Styling; Women's Haircut; Hair Coloring,"{""phone"":""456-789-0123"",""email"":""hello@chicandshine.com"",""website"":""www.chicandshine.com"",""social"":{""instagram"":""chicandshine"",""facebook"":""ChicAndShine""}}","{""monday"":""10:00 AM - 7:00 PM"",""tuesday"":""10:00 AM - 7:00 PM"",""wednesday"":""10:00 AM - 8:00 PM"",""thursday"":""10:00 AM - 8:00 PM"",""friday"":""10:00 AM - 7:00 PM"",""saturday"":""9:00 AM - 6:00 PM"",""sunday"":""Closed""}"
80,Grand Haven,Gym,https://images.unsplash.com/photo-1585747860715-2ba37e788b70?auto=format&fit=crop&w=600&h=400,4.9,245,Traditional barbershop offering classic cuts and hot towel shaves.,Berlin,Charlottenburg,"567 Market St, San Francisco",$$,Yoga; Strength Training; Personal Training,"{""phone"":""567-890-1234"",""email"":""info@classiccuts.com"",""website"":""www.classiccuts.com"",""social"":{""instagram"":""classiccuts"",""facebook"":""ClassicCutsBarbershop""}}","{""monday"":""8:00 AM - 7:00 PM"",""tuesday"":""8:00 AM - 7:00 PM"",""wednesday"":""8:00 AM - 7:00 PM"",""thursday"":""8:00 AM - 8:00 PM"",""friday"":""8:00 AM - 8:00 PM"",""saturday"":""7:00 AM - 6:00 PM"",""sunday"":""9:00 AM - 3:00 PM""}"
81,Trendy Salon,Hair Salon,https://images.unsplash.com/photo-1521590832167-7bcbfaa6381f?auto=format&fit=crop&w=600&h=400,4.8,128,Luxury hair salon offering premium services with expert stylists and a serene atmosphere.,Berlin,Mitte,"123 5th Ave, Manhattan, New York",$$,Women's Haircut; Men's Haircut; Hair Styling,"{""phone"":""123-456-7890"",""email"":""info@elitehairstudio.com"",""website"":""www.elitehairstudio.com"",""social"":{""instagram"":""elitehairstudio"",""facebook"":""EliteHairStudio""}}","{""monday"":""9:00 AM - 7:00 PM"",""tuesday"":""9:00 AM - 7:00 PM"",""wednesday"":""9:00 AM - 7:00 PM"",""thursday"":""9:00 AM - 8:00 PM"",""friday"":""9:00 AM - 8:00 PM"",""saturday"":""9:00 AM - 6:00 PM"",""sunday"":""Closed""}"
82,Grand Spa,Beauty Salon,https://images.unsplash.com/photo-1560066984-138dadb4c035?auto=format&fit=crop&w=600&h=400,4.7,156,"Experience luxury hair care in our modern, upscale salon.",Sydney,Bondi,"456 Rodeo Dr, Beverly Hills, Los Angeles",$$$,Facials; Nail Services; Waxing,"{""phone"":""234-567-8901"",""email"":""hello@luxehairlounge.com"",""website"":""www.luxehairlounge.com"",""social"":{""instagram"":""luxehairlounge"",""facebook"":""LuxeHairLounge""}}","{""monday"":""10:00 AM - 8:00 PM"",""tuesday"":""10:00 AM - 8:00 PM"",""wednesday"":""10:00 AM - 8:00 PM"",""thursday"":""10:00 AM - 9:00 PM"",""friday"":""10:00 AM - 9:00 PM"",""saturday"":""9:00 AM - 7:00 PM"",""sunday"":""11:00 AM - 5:00 PM""}"
83,Luxe Gym,Beauty Salon,https://images.unsplash.com/photo-1595475884562-073c30d45670?auto=format&fit=crop&w=600&h=400,4.9,203,Where style meets sophistication. Expert stylists create stunning looks.,Tokyo,Ginza,"789 N Michigan Ave, Chicago",$$,Facials; Waxing; Nail Services,"{""phone"":""345-678-9012"",""email"":""info@styleandgrace.com"",""website"":""www.styleandgrace.com"",""social"":{""instagram"":""styleandgrace"",""facebook"":""StyleAndGrace""}}","{""monday"":""9:00 AM - 6:00 PM"",""tuesday"":""9:00 AM - 6:00 PM"",""wednesday"":""9:00 AM - 8:00 PM"",""thursday"":""9:00 AM - 8:00 PM"",""friday"":""9:00 AM - 6:00 PM"",""saturday"":""8:00 AM - 5:00 PM"",""sunday"":""Closed""}"
84,Luxe Haven,Hair Salon,https://images.unsplash.com/photo-1600948836101-f9ffda59d250?auto=format&fit=crop&w=600&h=400,4.6,167,Contemporary salon focusing on modern techniques and trends.,Los Angeles,Hollywood,"321 Ocean Drive, San Francisco",$$,Women's Haircut; Hair Styling; Men's Haircut,"{""phone"":""456-789-0123"",""email"":""hello@chicandshine.com"",""website"":""www.chicandshine.com"",""social"":{""instagram"":""chicandshine"",""facebook"":""ChicAndShine""}}","{""monday"":""10:00 AM - 7:00 PM"",""tuesday"":""10:00 AM - 7:00 PM"",""wednesday"":""10:00 AM - 8:00 PM"",""thursday"":""10:00 AM - 8:00 PM"",""friday"":""10:00 AM - 7:00 PM"",""saturday"":""9:00 AM - 6:00 PM"",""sunday"":""Closed""}"
85,Modern Beauty,Gym,https://images.unsplash.com/photo-1585747860715-2ba37e788b70?auto=format&fit=crop&w=600&h=400,4.9,245,Traditional barbershop offering classic cuts and hot towel shaves.,New York,Brooklyn,"567 Market St, San Francisco",$$,Personal Training; Strength Training; Yoga,"{""phone"":""567-890-1234"",""email"":""info@classiccuts.com"",""website"":""www.classiccuts.com"",""social"":{""instagram"":""classiccuts"",""facebook"":""ClassicCutsBarbershop""}}","{""monday"":""8:00 AM - 7:00 PM"",""tuesday"":""8:00 AM - 7:00 PM"",""wednesday"":""8:00 AM - 7:00 PM"",""thursday"":""8:00 AM - 8:00 PM"",""friday"":""8:00 AM - 8:00 PM"",""saturday"":""7:00 AM - 6:00 PM"",""sunday"":""9:00 AM - 3:00 PM""}"
86,Grand Salon,Barbershop,https://images.unsplash.com/photo-1521590832167-7bcbfaa6381f?auto=format&fit=crop&w=600&h=400,4.8,128,Luxury hair salon offering premium services with expert stylists and a serene atmosphere.,Los Angeles,Hollywood,"123 5th Ave, Manhattan, New York",$$,Classic Haircuts; Hot Towel Shaves; Beard Trimming,"{""phone"":""123-456-7890"",""email"":""info@elitehairstudio.com"",""website"":""www.elitehairstudio.com"",""social"":{""instagram"":""elitehairstudio"",""facebook"":""EliteHairStudio""}}","{""monday"":""9:00 AM - 7:00 PM"",""tuesday"":""9:00 AM - 7:00 PM"",""wednesday"":""9:00 AM - 7:00 PM"",""thursday"":""9:00 AM - 8:00 PM"",""friday"":""9:00 AM - 8:00 PM"",""saturday"":""9:00 AM - 6:00 PM"",""sunday"":""Closed""}"
87,Premier Salon,Hair Salon,https://images.unsplash.com/photo-1560066984-138dadb4c035?auto=format&fit=crop&w=600&h=400,4.7,156,"Experience luxury hair care in our modern, upscale salon.",Sydney,Bondi,"456 Rodeo Dr, Beverly Hills, Los Angeles",$$$,Hair Styling; Hair Coloring; Men's Haircut,"{""phone"":""234-567-8901"",""email"":""hello@luxehairlounge.com"",""website"":""www.luxehairlounge.com"",""social"":{""instagram"":""luxehairlounge"",""facebook"":""LuxeHairLounge""}}","{""monday"":""10:00 AM - 8:00 PM"",""tuesday"":""10:00 AM - 8:00 PM"",""wednesday"":""10:00 AM - 8:00 PM"",""thursday"":""10:00 AM - 9:00 PM"",""friday"":""10:00 AM - 9:00 PM"",""saturday"":""9:00 AM - 7:00 PM"",""sunday"":""11:00 AM - 5:00 PM""}"
88,Stylish Barbers,Hair Salon,https://images.unsplash.com/photo-1595475884562-073c30d45670?auto=format&fit=crop&w=600&h=400,4.9,203,Where style meets sophistication. Expert stylists create stunning looks.,Dubai,Downtown,"789 N Michigan Ave, Chicago",$$,Women's Haircut; Hair Styling; Men's Haircut,"{""phone"":""345-678-9012"",""email"":""info@styleandgrace.com"",""website"":""www.styleandgrace.com"",""social"":{""instagram"":""styleandgrace"",""facebook"":""StyleAndGrace""}}","{""monday"":""9:00 AM - 6:00 PM"",""tuesday"":""9:00 AM - 6:00 PM"",""wednesday"":""9:00 AM - 8:00 PM"",""thursday"":""9:00 AM - 8:00 PM"",""friday"":""9:00 AM - 6:00 PM"",""saturday"":""8:00 AM - 5:00 PM"",""sunday"":""Closed""}"
89,Premier Retreat,Hair Salon,https://images.unsplash.com/photo-1600948836101-f9ffda59d250?auto=format&fit=crop&w=600&h=400,4.6,167,Contemporary salon focusing on modern techniques and trends.,Los Angeles,Hollywood,"321 Ocean Drive, San Francisco",$$,Men's Haircut; Hair Coloring; Women's Haircut,"{""phone"":""456-789-0123"",""email"":""hello@chicandshine.com"",""website"":""www.chicandshine.com"",""social"":{""instagram"":""chicandshine"",""facebook"":""ChicAndShine""}}","{""monday"":""10:00 AM - 7:00 PM"",""tuesday"":""10:00 AM - 7:00 PM"",""wednesday"":""10:00 AM - 8:00 PM"",""thursday"":""10:00 AM - 8:00 PM"",""friday"":""10:00 AM - 7:00 PM"",""saturday"":""9:00 AM - 6:00 PM"",""sunday"":""Closed""}"
90,Classic Barbers,Gym,https://images.unsplash.com/photo-1585747860715-2ba37e788b70?auto=format&fit=crop&w=600&h=400,4.9,245,Traditional barbershop offering classic cuts and hot towel shaves.,Dubai,Downtown,"567 Market St, San Francisco",$$,Yoga; Personal Training; Strength Training,"{""phone"":""567-890-1234"",""email"":""info@classiccuts.com"",""website"":""www.classiccuts.com"",""social"":{""instagram"":""classiccuts"",""facebook"":""ClassicCutsBarbershop""}}","{""monday"":""8:00 AM - 7:00 PM"",""tuesday"":""8:00 AM - 7:00 PM"",""wednesday"":""8:00 AM - 7:00 PM"",""thursday"":""8:00 AM - 8:00 PM"",""friday"":""8:00 AM - 8:00 PM"",""saturday"":""7:00 AM - 6:00 PM"",""sunday"":""9:00 AM - 3:00 PM""}"
91,Trendy Spa,Hair Salon,https://images.unsplash.com/photo-1521590832167-7bcbfaa6381f?auto=format&fit=crop&w=600&h=400,4.8,128,Luxury hair salon offering premium services with expert stylists and a serene atmosphere.,Berlin,Mitte,"123 5th Ave, Manhattan, New York",$$,Hair Coloring; Hair Styling; Women's Haircut,"{""phone"":""123-456-7890"",""email"":""info@elitehairstudio.com"",""website"":""www.elitehairstudio.com"",""social"":{""instagram"":""elitehairstudio"",""facebook"":""EliteHairStudio""}}","{""monday"":""9:00 AM - 7:00 PM"",""tuesday"":""9:00 AM - 7:00 PM"",""wednesday"":""9:00 AM - 7:00 PM"",""thursday"":""9:00 AM - 8:00 PM"",""friday"":""9:00 AM - 8:00 PM"",""saturday"":""9:00 AM - 6:00 PM"",""sunday"":""Closed""}"
92,Stylish Spa,Hair Salon,https://images.unsplash.com/photo-1560066984-138dadb4c035?auto=format&fit=crop&w=600&h=400,4.7,156,"Experience luxury hair care in our modern, upscale salon.",London,Chelsea,"456 Rodeo Dr, Beverly Hills, Los Angeles",$$$,Hair Styling; Men's Haircut; Women's Haircut,"{""phone"":""234-567-8901"",""email"":""hello@luxehairlounge.com"",""website"":""www.luxehairlounge.com"",""social"":{""instagram"":""luxehairlounge"",""facebook"":""LuxeHairLounge""}}","{""monday"":""10:00 AM - 8:00 PM"",""tuesday"":""10:00 AM - 8:00 PM"",""wednesday"":""10:00 AM - 8:00 PM"",""thursday"":""10:00 AM - 9:00 PM"",""friday"":""10:00 AM - 9:00 PM"",""saturday"":""9:00 AM - 7:00 PM"",""sunday"":""11:00 AM - 5:00 PM""}"
93,Chic Lounge,Beauty Salon,https://images.unsplash.com/photo-1595475884562-073c30d45670?auto=format&fit=crop&w=600&h=400,4.9,203,Where style meets sophistication. Expert stylists create stunning looks.,Berlin,Charlottenburg,"789 N Michigan Ave, Chicago",$$,Nail Services; Facials; Makeup Application,"{""phone"":""345-678-9012"",""email"":""info@styleandgrace.com"",""website"":""www.styleandgrace.com"",""social"":{""instagram"":""styleandgrace"",""facebook"":""StyleAndGrace""}}","{""monday"":""9:00 AM - 6:00 PM"",""tuesday"":""9:00 AM - 6:00 PM"",""wednesday"":""9:00 AM - 8:00 PM"",""thursday"":""9:00 AM - 8:00 PM"",""friday"":""9:00 AM - 6:00 PM"",""saturday"":""8:00 AM - 5:00 PM"",""sunday"":""Closed""}"
94,Chic Haven,Spa,https://images.unsplash.com/photo-1600948836101-f9ffda59d250?auto=format&fit=crop&w=600&h=400,4.6,167,Contemporary salon focusing on modern techniques and trends.,Berlin,Mitte,"321 Ocean Drive, San Francisco",$$,Massages; Facial Treatments; Body Scrubs,"{""phone"":""456-789-0123"",""email"":""hello@chicandshine.com"",""website"":""www.chicandshine.com"",""social"":{""instagram"":""chicandshine"",""facebook"":""ChicAndShine""}}","{""monday"":""10:00 AM - 7:00 PM"",""tuesday"":""10:00 AM - 7:00 PM"",""wednesday"":""10:00 AM - 8:00 PM"",""thursday"":""10:00 AM - 8:00 PM"",""friday"":""10:00 AM - 7:00 PM"",""saturday"":""9:00 AM - 6:00 PM"",""sunday"":""Closed""}"
95,Elite Barbers,Beauty Salon,https://images.unsplash.com/photo-1585747860715-2ba37e788b70?auto=format&fit=crop&w=600&h=400,4.9,245,Traditional barbershop offering classic cuts and hot towel shaves.,Los Angeles,Beverly Hills,"567 Market St, San Francisco",$$,Nail Services; Facials; Waxing,"{""phone"":""567-890-1234"",""email"":""info@classiccuts.com"",""website"":""www.classiccuts.com"",""social"":{""instagram"":""classiccuts"",""facebook"":""ClassicCutsBarbershop""}}","{""monday"":""8:00 AM - 7:00 PM"",""tuesday"":""8:00 AM - 7:00 PM"",""wednesday"":""8:00 AM - 7:00 PM"",""thursday"":""8:00 AM - 8:00 PM"",""friday"":""8:00 AM - 8:00 PM"",""saturday"":""7:00 AM - 6:00 PM"",""sunday"":""9:00 AM - 3:00 PM""}"
96,Premier Barbers,Barbershop,https://images.unsplash.com/photo-1521590832167-7bcbfaa6381f?auto=format&fit=crop&w=600&h=400,4.8,128,Luxury hair salon offering premium services with expert stylists and a serene atmosphere.,London,Soho,"123 5th Ave, Manhattan, New York",$$,Classic Haircuts; Beard Trimming; Hot Towel Shaves,"{""phone"":""123-456-7890"",""email"":""info@elitehairstudio.com"",""website"":""www.elitehairstudio.com"",""social"":{""instagram"":""elitehairstudio"",""facebook"":""EliteHairStudio""}}","{""monday"":""9:00 AM - 7:00 PM"",""tuesday"":""9:00 AM - 7:00 PM"",""wednesday"":""9:00 AM - 7:00 PM"",""thursday"":""9:00 AM - 8:00 PM"",""friday"":""9:00 AM - 8:00 PM"",""saturday"":""9:00 AM - 6:00 PM"",""sunday"":""Closed""}"
97,Royal Haven,Beauty Salon,https://images.unsplash.com/photo-1560066984-138dadb4c035?auto=format&fit=crop&w=600&h=400,4.7,156,"Experience luxury hair care in our modern, upscale salon.",Berlin,Mitte,"456 Rodeo Dr, Beverly Hills, Los Angeles",$$$,Facials; Waxing; Makeup Application,"{""phone"":""234-567-8901"",""email"":""hello@luxehairlounge.com"",""website"":""www.luxehairlounge.com"",""social"":{""instagram"":""luxehairlounge"",""facebook"":""LuxeHairLounge""}}","{""monday"":""10:00 AM - 8:00 PM"",""tuesday"":""10:00 AM - 8:00 PM"",""wednesday"":""10:00 AM - 8:00 PM"",""thursday"":""10:00 AM - 9:00 PM"",""friday"":""10:00 AM - 9:00 PM"",""saturday"":""9:00 AM - 7:00 PM"",""sunday"":""11:00 AM - 5:00 PM""}"
98,Luxe Spa,Barbershop,https://images.unsplash.com/photo-1595475884562-073c30d45670?auto=format&fit=crop&w=600&h=400,4.9,203,Where style meets sophistication. Expert stylists create stunning looks.,Paris,Montmartre,"789 N Michigan Ave, Chicago",$$,Hot Towel Shaves; Classic Haircuts; Beard Trimming,"{""phone"":""345-678-9012"",""email"":""info@styleandgrace.com"",""website"":""www.styleandgrace.com"",""social"":{""instagram"":""styleandgrace"",""facebook"":""StyleAndGrace""}}","{""monday"":""9:00 AM - 6:00 PM"",""tuesday"":""9:00 AM - 6:00 PM"",""wednesday"":""9:00 AM - 8:00 PM"",""thursday"":""9:00 AM - 8:00 PM"",""friday"":""9:00 AM - 6:00 PM"",""saturday"":""8:00 AM - 5:00 PM"",""sunday"":""Closed""}"
99,Trendy Haven,Gym,https://images.unsplash.com/photo-1600948836101-f9ffda59d250?auto=format&fit=crop&w=600&h=400,4.6,167,Contemporary salon focusing on modern techniques and trends.,New York,Brooklyn,"321 Ocean Drive, San Francisco",$$,Group Classes; Yoga; Strength Training,"{""phone"":""456-789-0123"",""email"":""hello@chicandshine.com"",""website"":""www.chicandshine.com"",""social"":{""instagram"":""chicandshine"",""facebook"":""ChicAndShine""}}","{""monday"":""10:00 AM - 7:00 PM"",""tuesday"":""10:00 AM - 7:00 PM"",""wednesday"":""10:00 AM - 8:00 PM"",""thursday"":""10:00 AM - 8:00 PM"",""friday"":""10:00 AM - 7:00 PM"",""saturday"":""9:00 AM - 6:00 PM"",""sunday"":""Closed""}"
100,Royal Retreat,Spa,https://images.unsplash.com/photo-1585747860715-2ba37e788b70?auto=format&fit=crop&w=600&h=400,4.9,245,Traditional barbershop offering classic cuts and hot towel shaves.,Los Angeles,Beverly Hills,"567 Market St, San Francisco",$$,Massages; Saunas; Body Scrubs,"{""phone"":""567-890-1234"",""email"":""info@classiccuts.com"",""website"":""www.classiccuts.com"",""social"":{""instagram"":""classiccuts"",""facebook"":""ClassicCutsBarbershop""}}","{""monday"":""8:00 AM - 7:00 PM"",""tuesday"":""8:00 AM - 7:00 PM"",""wednesday"":""8:00 AM - 7:00 PM"",""thursday"":""8:00 AM - 8:00 PM"",""friday"":""8:00 AM - 8:00 PM"",""saturday"":""7:00 AM - 6:00 PM"",""sunday"":""9:00 AM - 3:00 PM""}"
